FIPS,state,county,monthly_housing,annual_transportation ,annual_housing_transportation,total_cost,life_expectancy,male_life_expectancy,female_life_expectancy
37171,NC,Surry,939,12555,23823,37317,76.73,76.31,77.16
37173,NC,Swain,925,12774,23874,37573,74.01,73.25,74.75
37175,NC,Transylvania,1022,13518,25782,40322,80.33,79.84,80.84
37177,NC,Tyrrell,918,14722,25738,41378,77.51,76.50,78.54
37179,NC,Union,1385,14540,31160,47085,79.02,78.64,79.38
37181,NC,Vance,883,12128,22724,35735,74.8,74.25,75.34
37183,NC,Wake,1391,13717,30409,45517,80.89,80.66,81.12
37185,NC,Warren,961,12560,24092,37613,77.34,76.66,77.97
37187,NC,Washington,775,12524,21824,35123,76.87,76.19,77.53
37189,NC,Watauga,1120,12038,25478,38636,80.7,80.24,81.18
37191,NC,Wayne,914,13117,24085,38116,76.54,76.12,76.95
37193,NC,Wilkes,941,12598,23890,37429,77.2,76.76,77.67
37195,NC,Wilson,1016,12367,24559,37942,76.42,75.96,76.90
37197,NC,Yadkin,876,13984,24496,39356,77.23,76.73,77.76
37199,NC,Yancey,971,13020,24672,38663,78.08,77.40,78.72
38001,ND,Adams,1016,14336,26528,41880,79.33,78.32,80.34
38003,ND,Barnes,900,13415,24215,38530,79.88,79.21,80.55
38005,ND,Benson,680,14485,22645,37810,74.36,73.29,75.47
38007,ND,Billings,1061,16691,29423,47175,84.04,82.52,85.56
38009,ND,Bottineau,988,14322,26178,41488,79.85,79.00,80.69
38011,ND,Bowman,823,15567,25443,41833,78.58,77.40,79.57
38013,ND,Burke,938,15388,26644,42970,79.25,78.03,80.35
38015,ND,Burleigh,1161,13110,27042,41313,81.23,80.80,81.68
38017,ND,Cass,1090,11960,25040,38090,80.97,80.59,81.33
38019,ND,Cavalier,938,15059,26315,42312,80.72,79.76,81.62
38021,ND,Dickey,912,14623,25567,41102,80.18,79.32,81.03
38023,ND,Divide,961,14630,26162,41753,80.82,79.68,82.03
38025,ND,Dunn,1003,16488,28524,46015,79.59,78.54,80.55
38027,ND,Eddy,735,14136,22956,37827,77.22,76.18,78.32
38029,ND,Emmons,798,13858,23434,38090,80.09,79.20,80.95
38031,ND,Foster,871,14159,24611,39641,79.42,78.48,80.41
38033,ND,Golden Valley,702,14475,22899,38076,81.26,79.98,82.47
38035,ND,Grand Forks,1074,12203,25091,38368,79.92,79.43,80.40
38037,ND,Grant,860,14567,24887,40314,80.23,79.23,81.24
38039,ND,Griggs,879,15255,25803,41937,79.77,78.86,80.74
38041,ND,Hettinger,877,14903,25427,41207,80.53,79.43,81.60
38043,ND,Kidder,928,15151,26287,42366,81.18,80.09,82.20
38045,ND,LaMoure,975,14940,26640,42555,81.53,80.64,82.38
38047,ND,Logan,909,15150,26058,42117,80.68,79.50,81.80
38049,ND,McHenry,958,16743,28239,45940,80.28,79.38,81.13
38051,ND,McIntosh,807,13421,23105,37333,80.62,79.78,81.44
38053,ND,McKenzie,1033,15565,27961,44559,78.29,77.29,79.31
38055,ND,McLean,962,14207,25751,40920,79.37,78.67,80.08
38057,ND,Mercer,1059,15146,27854,44059,79.92,79.10,80.75
38059,ND,Morton,1192,16182,30486,47860,79.58,78.93,80.16
38061,ND,Mountrail,955,15276,26736,42967,76.72,75.82,77.65
38063,ND,Nelson,842,14264,24368,39474,77.58,76.65,78.52
38065,ND,Oliver,945,16635,27975,45555,82.19,80.89,83.61
38067,ND,Pembina,855,14513,24773,40141,80.56,79.79,81.31
38069,ND,Pierce,867,12714,23118,36699,79.48,78.53,80.37
38071,ND,Ramsey,834,13163,23171,37168,78.38,77.64,79.16
38073,ND,Ransom,953,14205,25641,40799,78.53,77.66,79.41
38075,ND,Renville,1085,16549,29569,47203,79.98,78.82,81.06
38077,ND,Richland,930,13994,25154,40078,81.41,80.77,82.04
38079,ND,Rolette,698,12902,21278,34878,73.02,72.06,73.97
38081,ND,Sargent,911,14802,25734,41447,81.11,80.20,82.02
38083,ND,Sheridan,762,14663,23807,39232,82.44,81.28,83.44
38085,ND,Sioux,644,15026,22754,38424,68.59,67.15,70.05
38087,ND,Slope,924,15519,26607,43050,82.36,80.82,83.74
38089,ND,Stark,1240,14511,29391,45142,80.68,80.09,81.28
38091,ND,Steele,828,15202,25138,41168,81.17,80.13,82.19
38093,ND,Stutsman,940,12713,23993,37646,79.46,78.83,80.05
38095,ND,Towner,751,15018,24030,39799,79.52,78.43,80.69
38097,ND,Traill,1000,14531,26531,42062,80.6,79.80,81.32
38099,ND,Walsh,875,14187,24687,39749,79.14,78.39,79.93
38101,ND,Ward,1187,13566,27810,42563,79.71,79.15,80.22
38103,ND,Wells,803,13618,23254,37675,80.21,79.34,81.02
38105,ND,Williams,1163,14196,28152,43511,78.56,77.87,79.25
39001,OH,Adams,853,12681,22917,36451,75.15,74.57,75.73
39003,OH,Allen,948,12972,24348,38268,77.95,77.58,78.35
39005,OH,Ashland,966,13737,25329,40032,78.78,78.30,79.26
39007,OH,Ashtabula,946,13136,24488,38570,76.64,76.22,77.02
39009,OH,Athens,908,11618,22514,35040,76.9,76.40,77.39
39011,OH,Auglaize,1040,14205,26685,41930,79.16,78.69,79.63
39013,OH,Belmont,912,12832,23776,37520,77.54,77.13,77.95
39015,OH,Brown,1012,14469,26613,42094,75.97,75.46,76.49
39017,OH,Butler,1228,13215,27951,42394,77.88,77.60,78.17
39019,OH,Carroll,1028,14401,26737,42166,78.28,77.72,78.84
39021,OH,Champaign,1036,14385,26817,42238,77.39,76.90,77.89
39023,OH,Clark,980,12523,24283,37786,76.34,75.97,76.72
39025,OH,Clermont,1246,13690,28642,43578,78.18,77.82,78.52
39027,OH,Clinton,1007,13646,25730,40383,76.81,76.29,77.35
39029,OH,Columbiana,914,13196,24164,38274,77.63,77.25,78.03
39031,OH,Coshocton,872,13611,24075,38558,77.5,77.03,78.01
39033,OH,Crawford,864,12926,23294,37084,77.2,76.71,77.67
39035,OH,Cuyahoga,1137,11263,24907,37307,77.87,77.68,78.05
39037,OH,Darke,960,13723,25243,39926,78.69,78.26,79.14
39039,OH,Defiance,1017,14019,26223,41259,78.68,78.17,79.19
39041,OH,Delaware,1846,13918,36070,51834,81.43,81.10,81.76
39043,OH,Erie,1068,13309,26125,40502,77.96,77.56,78.39
39045,OH,Fairfield,1253,13835,28871,43959,78.95,78.61,79.30
39047,OH,Fayette,930,13051,24211,38192,75.34,74.76,75.91
39049,OH,Franklin,1208,11702,26198,39108,77.6,77.39,77.81
39051,OH,Fulton,1082,14088,27072,42242,79.01,78.52,79.51
39053,OH,Gallia,978,12648,24384,38010,75.55,74.98,76.12
39055,OH,Geauga,1546,14464,33016,49026,81.64,81.24,82.00
39057,OH,Greene,1288,12910,28366,42564,79.58,79.24,79.92
39059,OH,Guernsey,898,13437,24213,38548,76.8,76.31,77.30
39061,OH,Hamilton,1167,12028,26032,39227,77.24,77.01,77.47
39063,OH,Hancock,1039,13382,25850,40271,79.46,79.06,79.90
39065,OH,Hardin,932,13875,25059,39866,76.89,76.31,77.44
39067,OH,Harrison,858,14319,24615,39792,76.35,75.65,77.01
39069,OH,Henry,1044,14639,27167,42850,79.47,78.95,80.00
39071,OH,Highland,925,12951,24051,37927,76.12,75.61,76.64
39073,OH,Hocking,975,14584,26284,41843,76.71,76.11,77.31
39075,OH,Holmes,971,15787,27439,44197,79.37,78.87,79.87
39077,OH,Huron,999,13917,25905,40821,77.67,77.23,78.11
39079,OH,Jackson,922,12682,23746,37350,74.58,74.00,75.16
39081,OH,Jefferson,838,12781,22837,36456,75.79,75.36,76.22
39083,OH,Knox,1048,13815,26391,41254,78.21,77.76,78.67
39085,OH,Lake,1238,13048,27904,42190,79.26,78.95,79.58
39087,OH,Lawrence,919,12957,23985,37861,75.26,74.82,75.70
39089,OH,Licking,1170,13869,27909,42948,78.07,77.72,78.41
39091,OH,Logan,961,13712,25244,39917,77.3,76.81,77.74
39093,OH,Lorain,1180,13037,27197,41414,78.59,78.29,78.88
39095,OH,Lucas,1019,11981,24209,37209,77.06,76.79,77.34
39097,OH,Madison,1160,14336,28256,43752,77.58,77.10,78.11
39099,OH,Mahoning,947,12243,23607,36797,77.24,76.92,77.58
39101,OH,Marion,950,12628,24028,37606,77.08,76.63,77.55
39103,OH,Medina,1348,13640,29816,44804,80.26,79.94,80.58
39105,OH,Meigs,897,13115,23879,37891,75.92,75.30,76.52
39107,OH,Mercer,1027,14672,26996,42695,79.33,78.87,79.83
39109,OH,Miami,1046,13315,25867,40228,78.85,78.48,79.23
39111,OH,Monroe,811,13865,23597,38273,77.65,76.99,78.27
39113,OH,Montgomery,1045,11747,24287,37079,76.91,76.67,77.17
39115,OH,Morgan,885,13075,23695,37655,77.66,76.96,78.34
39117,OH,Morrow,1133,15057,28653,44843,78.24,77.71,78.82
39119,OH,Muskingum,929,13047,24195,38171,77.04,76.62,77.46
39121,OH,Noble,855,13588,23848,38291,81.05,80.40,81.69
39123,OH,Ottawa,1158,13963,27859,42980,79.35,78.87,79.84
39125,OH,Paulding,901,14690,25502,41093,78.35,77.73,79.00
39127,OH,Perry,889,14586,25254,40729,76.63,76.08,77.17
39129,OH,Pickaway,1167,14583,28587,44337,77.5,77.02,77.99
39131,OH,Pike,924,13093,24181,38198,74.75,74.17,75.36
39133,OH,Portage,1186,13293,27525,42004,78.88,78.52,79.25
39135,OH,Preble,1022,14449,26713,42184,77.41,76.88,77.92
39137,OH,Putnam,1033,16014,28410,45457,80.03,79.49,80.51
39139,OH,Richland,928,12651,23787,37366,77.81,77.40,78.18
39141,OH,Ross,965,13399,24979,39343,75.87,75.44,76.31
39143,OH,Sandusky,973,13670,25346,39989,78.08,77.62,78.53
39145,OH,Scioto,900,11897,22697,35494,74.77,74.31,75.21
39147,OH,Seneca,916,13720,24712,39348,78.15,77.71,78.61
39149,OH,Shelby,1052,14329,26953,42334,78.73,78.24,79.24
39151,OH,Stark,1014,12713,24881,38608,78.52,78.28,78.80
39153,OH,Summit,1141,12387,26079,39607,78.02,77.78,78.25
39155,OH,Trumbull,932,12608,23792,37332,77.38,77.07,77.71
39157,OH,Tuscarawas,961,13471,25003,39435,78.87,78.46,79.25
39159,OH,Union,1403,14556,31392,47351,79.08,78.61,79.58
39161,OH,Van Wert,945,13924,25264,40133,78.82,78.26,79.39
39163,OH,Vinton,909,14080,24988,39977,75.27,74.50,76.07
39165,OH,Warren,1494,13857,31785,47136,79.61,79.29,79.93
39167,OH,Washington,923,13293,24369,38585,77.63,77.23,78.07
39169,OH,Wayne,1048,14157,26733,41938,78.85,78.47,79.23
39171,OH,Williams,938,13548,24804,39290,78.92,78.40,79.42
39173,OH,Wood,1158,13032,26928,41118,79.32,78.96,79.69
39175,OH,Wyandot,948,14188,25564,40700,78.67,78.12,79.26
40001,OK,Adair,746,13416,22368,36530,73.87,73.16,74.53
40003,OK,Alfalfa,775,14862,24162,39799,78.21,77.38,79.05
40005,OK,Atoka,827,12845,22769,36441,76.03,75.37,76.74
40007,OK,Beaver,1012,15515,27659,44186,78.63,77.77,79.52
40009,OK,Beckham,938,13711,24967,39616,73.72,73.03,74.41
40011,OK,Blaine,790,13458,22938,37186,75.24,74.51,76.00
40013,OK,Bryan,868,12938,23354,37160,75.57,75.05,76.10
40015,OK,Caddo,805,14351,24011,39167,73.27,72.63,73.96
40017,OK,Canadian,1240,14242,29122,44604,78.11,77.72,78.53
40019,OK,Carter,938,13959,25215,40112,73.41,72.86,73.97
40021,OK,Cherokee,898,13143,23919,37960,75.55,74.99,76.08
40023,OK,Choctaw,748,12277,21253,34278,73.29,72.62,74.00
40025,OK,Cimarron,674,14909,22997,38580,76.95,75.87,78.02
40027,OK,Cleveland,1176,13507,27619,42302,78.7,78.38,79.03
40029,OK,Coal,768,13638,22854,37260,74.05,73.10,74.98
40031,OK,Comanche,990,13047,24927,38964,75.99,75.56,76.42
40033,OK,Cotton,882,15314,25898,42094,75.19,74.36,76.08
40035,OK,Craig,845,13408,23548,37801,74.84,74.16,75.50
40037,OK,Creek,983,14151,25947,41081,75.01,74.55,75.49
40039,OK,Custer,906,13401,24273,38580,75.56,74.94,76.16
40041,OK,Delaware,939,12899,24167,38005,76.26,75.72,76.83
40043,OK,Dewey,810,15080,24800,40690,74.12,73.21,75.07
40045,OK,Ellis,865,15376,25756,41997,77.03,76.06,78.02
40047,OK,Garfield,933,13775,24971,39679,76.32,75.84,76.79
40049,OK,Garvin,854,13882,24130,38866,73.59,72.96,74.24
40051,OK,Grady,1034,14634,27042,42710,75.77,75.25,76.29
40053,OK,Grant,816,15479,25271,41566,76.94,76.06,77.87
40055,OK,Greer,768,13115,22331,36214,75.73,74.80,76.67
40057,OK,Harmon,635,12968,20588,34191,75.19,74.06,76.37
40059,OK,Harper,801,16070,25682,42553,76.34,75.31,77.37
40061,OK,Haskell,776,13279,22591,36646,75.04,74.31,75.76
40063,OK,Hughes,806,13316,22988,37110,73.81,73.09,74.58
40065,OK,Jackson,910,13320,24240,38470,75.76,75.15,76.37
40067,OK,Jefferson,709,13613,22121,36443,73.21,72.35,74.10
40069,OK,Johnston,831,13442,23414,37687,73.72,72.89,74.53
40071,OK,Kay,873,13542,24018,38433,75.61,75.12,76.15
40073,OK,Kingfisher,1065,16096,28876,46037,77.07,76.41,77.74
40075,OK,Kiowa,732,13360,22144,36236,72.77,71.95,73.60
40077,OK,Latimer,769,13412,22640,36821,75.63,74.81,76.41
40079,OK,Le Flore,825,13551,23451,37827,74.25,73.75,74.78
40081,OK,Lincoln,925,14898,25998,41821,75.51,74.95,76.08
40083,OK,Logan,1137,14814,28458,44409,78.46,77.95,78.97
40085,OK,Love,896,15449,26201,42546,75.7,74.86,76.51
40087,OK,McClain,1203,15162,29598,45963,77.81,76.94,78.62
40089,OK,McCurtain,761,12995,22127,35883,76.31,75.57,76.99
40091,OK,McIntosh,873,12438,22914,36225,75.7,75.14,76.25
40093,OK,Major,893,14937,25653,41483,76.38,75.81,76.95
40095,OK,Marshall,808,13921,23617,38346,73.1,72.49,73.71
40097,OK,Mayes,891,14054,24746,39691,74.72,74.01,75.41
40099,OK,Murray,872,14507,24971,40350,73.71,72.92,74.51
40101,OK,Muskogee,876,12275,22787,35938,73.99,73.51,74.51
40103,OK,Noble,897,14165,24929,39991,77.07,76.35,77.80
40105,OK,Nowata,847,13579,23743,38169,76.22,75.41,76.94
40107,OK,Okfuskee,783,13239,22635,36657,73.04,72.28,73.89
40109,OK,Oklahoma,1108,12691,25987,39786,75.85,75.60,76.09
40111,OK,Okmulgee,832,13925,23909,38666,74.46,73.90,75.01
40113,OK,Osage,984,14528,26336,41848,77.93,77.44,78.46
40115,OK,Ottawa,812,13037,22781,36630,74.26,73.70,74.86
40117,OK,Pawnee,956,14459,25931,41346,74.82,74.11,75.53
40119,OK,Payne,1020,11865,24105,36990,78.42,77.95,78.87
40121,OK,Pittsburg,891,13248,23940,38079,74.46,73.94,74.99
40123,OK,Pontotoc,899,13574,24362,38835,74.67,74.12,75.26
40125,OK,Pottawatomie,922,13647,24711,39280,74.89,74.40,75.42
40127,OK,Pushmataha,787,13015,22459,36261,73.94,73.15,74.73
40129,OK,Roger Mills,844,15863,25991,42698,77.18,76.11,78.32
40131,OK,Rogers,1158,14552,28448,44158,77.58,77.14,78.04
40133,OK,Seminole,792,13155,22659,36606,72.75,72.10,73.39
40135,OK,Sequoyah,779,13176,22524,36479,74.31,73.73,74.88
40137,OK,Stephens,918,13498,24514,38930,75.45,74.97,75.93
40139,OK,Texas,936,15421,26653,43010,77.64,76.96,78.31
40141,OK,Tillman,802,13399,23023,37224,74.95,74.10,75.81
40143,OK,Tulsa,1116,12621,26013,39750,76.73,76.48,76.98
40145,OK,Wagoner,1113,14386,27742,43241,77.67,77.20,78.13
40147,OK,Washington,995,13253,25193,39441,77.75,77.31,78.23
40149,OK,Washita,814,14710,24478,40002,76.46,75.69,77.31
40151,OK,Woods,870,14213,24653,39736,77.22,76.48,78.00
40153,OK,Woodward,925,14225,25325,40475,76.49,75.84,77.17
41001,OR,Baker,964,13085,24653,38702,78.29,77.69,78.91
41003,OR,Benton,1289,13024,28492,42805,82.08,81.66,82.48
41005,OR,Clackamas,1635,14242,33862,49739,80.49,80.23,80.75
41007,OR,Clatsop,1233,13515,28311,43059,78.33,77.83,78.83
41009,OR,Columbia,1290,15477,30957,47724,78.76,78.24,79.22
41011,OR,Coos,1015,12311,24491,37817,76.83,76.38,77.26
41013,OR,Crook,989,12976,24844,38809,79.18,78.63,79.72
41015,OR,Curry,1130,12523,26083,39736,76.8,76.18,77.45
41017,OR,Deschutes,1341,13692,29784,44817,80.81,80.47,81.16
41019,OR,Douglas,1095,13077,26217,40389,77.71,77.34,78.12
41021,OR,Gilliam,886,15251,25883,42020,80.38,79.25,81.51
41023,OR,Grant,944,13902,25230,40076,79.74,78.99,80.46
41025,OR,Harney,839,13185,23253,37277,78.4,77.62,79.16
41027,OR,Hood River,1348,15195,31371,47914,80.34,79.72,80.97
41029,OR,Jackson,1268,12876,28092,42236,79.08,78.75,79.40
41031,OR,Jefferson,1059,14490,27198,42747,77.25,76.56,77.91
41033,OR,Josephine,1138,12068,25724,38930,77.34,76.92,77.78
41035,OR,Klamath,1019,12972,25200,39191,76.95,76.48,77.39
41037,OR,Lake,763,12343,21499,34605,78.33,77.57,79.10
41039,OR,Lane,1213,12489,27045,40747,79.22,78.95,79.48
41041,OR,Lincoln,1143,13113,26829,41085,78.14,77.65,78.65
41043,OR,Linn,1128,13566,27102,41796,77.93,77.55,78.31
41045,OR,Malheur,904,12768,23616,37288,78.41,77.89,78.93
41047,OR,Marion,1195,13091,27431,41717,78.97,78.67,79.29
41049,OR,Morrow,919,15430,26458,42807,79.26,78.46,80.04
41051,OR,Multnomah,1449,12043,29431,42923,78.96,78.72,79.20
41053,OR,Polk,1244,13772,28700,43716,80.49,80.05,80.95
41055,OR,Sherman,887,14164,24808,39859,80.22,78.89,81.49
41057,OR,Tillamook,1159,14143,28051,43353,79,78.44,79.52
41059,OR,Umatilla,1018,14111,26327,41456,78.47,78.01,78.92
41061,OR,Union,999,13424,25412,39835,79.37,78.85,79.90
41063,OR,Wallowa,1010,14158,26278,41446,80.42,79.66,81.17
41065,OR,Wasco,1130,13831,27391,42352,77.84,77.29,78.42
41067,OR,Washington,1529,13522,31870,46921,81.69,81.44,81.94
41069,OR,Wheeler,934,14119,25327,40380,79.49,78.34,80.63
41071,OR,Yamhill,1344,15059,31187,47590,79.77,79.38,80.15
42001,PA,Adams,1380,15324,31884,48588,79.85,79.49,80.22
42003,PA,Allegheny,1181,11402,25574,38157,78.5,78.34,78.69
42005,PA,Armstrong,949,13829,25217,39995,78.21,77.79,78.63
42007,PA,Beaver,1054,12952,25600,39606,78.39,78.04,78.71
42009,PA,Bedford,966,14234,25826,41026,79.25,78.79,79.71
42011,PA,Berks,1336,13266,29298,43900,79.61,79.34,79.85
42013,PA,Blair,976,12730,24442,38148,78.08,77.74,78.44
42015,PA,Bradford,1038,13955,26411,41404,78.72,78.31,79.15
42017,PA,Bucks,1930,13802,36962,52694,80.38,80.16,80.59
42019,PA,Butler,1292,13549,29053,43894,79.25,78.95,79.57
42021,PA,Cambria,901,12299,23111,36311,78.34,77.96,78.70
42023,PA,Cameron,854,12881,23129,36864,79.2,78.29,80.03
42025,PA,Carbon,1168,14161,28177,43506,77.68,77.25,78.14
42027,PA,Centre,1253,12985,28021,42259,81.86,81.53,82.23
42029,PA,Chester,2019,14345,38573,54937,81.21,80.96,81.46
42031,PA,Clarion,873,13435,23911,38219,78.27,77.82,78.77
42033,PA,Clearfield,893,13135,23851,37879,78.58,78.16,78.99
42035,PA,Clinton,999,13672,25660,40331,78.58,78.10,79.13
42037,PA,Columbia,1059,13330,26038,40427,79.14,78.69,79.57
42039,PA,Crawford,939,13522,24790,39251,78.05,77.62,78.46
42041,PA,Cumberland,1322,12617,28481,42420,80.39,80.09,80.66
42043,PA,Dauphin,1219,12162,26790,40171,78.77,78.44,79.08
42045,PA,Delaware,1702,12407,32831,46940,78.82,78.57,79.08
42047,PA,Elk,889,14071,24739,39699,79.04,78.56,79.51
42049,PA,Erie,1010,12352,24472,37834,78.37,78.04,78.66
42051,PA,Fayette,888,13366,24022,38276,76.99,76.65,77.37
42053,PA,Forest,802,11669,21293,33764,76.34,75.51,77.16
42055,PA,Franklin,1204,13978,28426,43608,79.82,79.48,80.14
42057,PA,Fulton,1079,14760,27708,43547,78.81,78.17,79.41
42059,PA,Greene,898,13216,23992,38106,77.2,76.68,77.72
42061,PA,Huntingdon,950,13633,25033,39616,79.33,78.87,79.81
42063,PA,Indiana,981,13346,25118,39445,79.08,78.68,79.49
42065,PA,Jefferson,849,13628,23816,38293,78.19,77.72,78.65
42067,PA,Juniata,1011,14508,26640,42159,79.7,79.13,80.23
42069,PA,Lackawanna,1118,12115,25531,38764,77.78,77.47,78.08
42071,PA,Lancaster,1332,13595,29579,44506,80.51,80.25,80.73
42073,PA,Lawrence,976,13003,24715,38694,78.21,77.84,78.60
42075,PA,Lebanon,1200,13383,27783,42366,80.02,79.67,80.36
42077,PA,Lehigh,1405,12363,29223,42991,79.58,79.30,79.84
42079,PA,Luzerne,1061,12384,25116,38561,77.53,77.22,77.82
42081,PA,Lycoming,1067,13150,25954,40171,78.68,78.32,79.04
42083,PA,McKean,829,13635,23583,38047,77.63,77.13,78.11
42085,PA,Mercer,961,12785,24317,38063,78.58,78.21,78.93
42087,PA,Mifflin,917,13296,24300,38513,79.04,78.56,79.52
42089,PA,Monroe,1576,14721,33633,49930,79.09,78.72,79.46
42091,PA,Montgomery,1878,13211,35747,50836,80.85,80.65,81.05
42093,PA,Montour,1146,12808,26560,40514,78.72,78.14,79.29
42095,PA,Northampton,1487,12992,30836,45315,80.08,79.81,80.35
42097,PA,Northumberland,960,12249,23769,36978,78.27,77.88,78.67
42099,PA,Perry,1216,14372,28964,44552,78.01,77.52,78.49
42101,PA,Philadelphia,1120,9520,22960,33600,75.49,75.29,75.69
42103,PA,Pike,1397,16010,32774,50181,81.12,80.66,81.60
42105,PA,Potter,961,14392,25924,41277,78.84,78.23,79.46
42107,PA,Schuylkill,1003,12751,24787,38541,77.18,76.82,77.54
42109,PA,Snyder,1053,14378,27014,42445,80.31,79.81,80.82
42111,PA,Somerset,968,13722,25338,40028,78.56,78.13,78.96
42113,PA,Sullivan,1048,14144,26720,41912,77.04,76.19,77.82
42115,PA,Susquehanna,1094,14267,27395,42756,78.27,77.81,78.75
42117,PA,Tioga,1037,14082,26526,41645,79.23,78.75,79.67
42119,PA,Union,1110,13104,26424,40638,81.3,80.84,81.75
42121,PA,Venango,830,13308,23268,37406,77.96,77.49,78.40
42123,PA,Warren,881,13380,23952,38213,78.49,78.02,78.96
42125,PA,Washington,1157,13397,27281,41835,78.23,77.91,78.54
42127,PA,Wayne,1257,14052,29136,44445,77.97,77.48,78.42
42129,PA,Westmoreland,1104,13219,26467,40790,78.9,78.64,79.15
42131,PA,Wyoming,1154,14325,28173,43652,78.19,77.63,78.72
42133,PA,York,1370,13734,30174,45278,79.41,79.15,79.67
44001,RI,Bristol,1892,12800,35504,50196,81.16,80.71,81.59
44003,RI,Kent,1616,12704,32096,46416,79.41,79.07,79.77
44005,RI,Newport,1732,12972,33756,48460,81.15,80.74,81.54
44007,RI,Providence,1347,11329,27493,40169,79.26,79.02,79.50
44009,RI,Washington,1763,13866,35022,50651,81.14,80.78,81.48
45001,SC,Abbeville,869,13338,23766,37973,76.96,76.35,77.59
45003,SC,Aiken,1015,13658,25838,40511,77.12,76.71,77.53
45005,SC,Allendale,629,11518,19066,31213,72.88,71.95,73.79
45007,SC,Anderson,992,13512,25416,39920,76.32,75.95,76.69
45009,SC,Bamberg,775,12478,21778,35031,74.77,74.05,75.48
45011,SC,Barnwell,815,12661,22441,35917,73.94,73.22,74.63
45013,SC,Beaufort,1488,13080,30936,45504,81.57,81.25,81.91
45015,SC,Berkeley,1219,13518,28146,42883,77.76,77.39,78.17
45017,SC,Calhoun,954,14770,26218,41942,76.27,75.52,76.98
45019,SC,Charleston,1480,12469,30229,44178,78.4,78.11,78.69
45021,SC,Cherokee,822,12378,22242,35442,74.19,73.65,74.75
45023,SC,Chester,814,14494,24262,39570,73.64,73.05,74.24
45025,SC,Chesterfield,837,12484,22528,35849,74.2,73.64,74.75
45027,SC,Clarendon,867,12212,22616,35695,75.31,74.69,75.91
45029,SC,Colleton,954,12556,24004,37514,73.63,73.04,74.19
45031,SC,Darlington,849,13177,23365,37391,73.67,73.18,74.17
45033,SC,Dillon,715,12020,20600,33335,73.08,72.45,73.72
45035,SC,Dorchester,1244,13421,28349,43014,78.28,77.87,78.71
45037,SC,Edgefield,964,14640,26208,41812,77.82,77.20,78.39
45039,SC,Fairfield,878,14522,25058,40458,73.79,73.11,74.46
45041,SC,Florence,949,12565,23953,37467,74.5,74.08,74.89
45043,SC,Georgetown,1148,13251,27027,41426,77.24,76.75,77.69
45045,SC,Greenville,1088,12798,25854,39740,78.01,77.76,78.27
45047,SC,Greenwood,910,12270,23190,36370,76.97,76.48,77.47
45049,SC,Hampton,902,12814,23638,37354,74.48,73.83,75.21
45051,SC,Horry,1125,12419,25919,39463,77.02,76.69,77.34
45053,SC,Jasper,942,14133,25437,40512,76.5,75.82,77.19
45055,SC,Kershaw,977,14367,26091,41435,76.4,75.92,76.87
45057,SC,Lancaster,1001,14422,26434,41857,76.82,76.35,77.26
